Country,Date,Total Cases,Deaths,Recovered,Active Cases
Philippines,2020-04-15,5453,362,435,4656
Philippines,2020-04-16,5660,362,435,4863
Philippines,2020-04-17,5878,387,587,4904
Philippines,2020-04-18,6087,397,516,5174
Philippines,2020-04-19,6259,409,572,5278
Philippines,2020-04-20,6459,428,613,5418
Indonesia,2020-03-02,2,0,0,2
Indonesia,2020-03-03,2,0,0,2
Indonesia,2020-03-04,2,0,0,2
Indonesia,2020-03-05,2,0,0,2
Indonesia,2020-03-06,4,0,0,4
Indonesia,2020-03-07,4,0,0,4
Indonesia,2020-03-08,6,0,0,6
Indonesia,2020-03-09,19,0,0,19
Indonesia,2020-03-10,27,0,2,25
Indonesia,2020-03-11,34,1,2,31
Indonesia,2020-03-12,34,1,2,31
Indonesia,2020-03-13,69,4,5,60
Indonesia,2020-03-14,96,5,8,83
Indonesia,2020-03-15,117,5,8,104
Indonesia,2020-03-16,134,5,8,121
Indonesia,2020-03-17,172,7,9,156
Indonesia,2020-03-18,227,19,11,197
Indonesia,2020-03-19,308,25,15,268
Indonesia,2020-03-20,369,32,17,320
Indonesia,2020-03-21,450,38,20,392
Indonesia,2020-03-22,514,48,29,437
Indonesia,2020-03-23,579,49,30,500
Indonesia,2020-03-24,685,55,30,600
Indonesia,2020-03-25,790,58,31,701
Indonesia,2020-03-26,893,78,35,780
Indonesia,2020-03-27,1046,87,46,913
Indonesia,2020-03-28,1155,102,59,994
Indonesia,2020-03-29,1285,114,64,1107
Indonesia,2020-03-30,1414,122,75,1217
Indonesia,2020-03-31,1528,136,81,1311
Indonesia,2020-04-01,1677,157,103,1417
Indonesia,2020-04-02,1790,170,112,1508
Indonesia,2020-04-03,1986,181,134,1671
Indonesia,2020-04-04,2092,191,150,1751
Indonesia,2020-04-05,2273,198,164,1911
Indonesia,2020-04-06,2491,209,192,2090
Indonesia,2020-04-07,2738,221,204,2313
Indonesia,2020-04-08,2956,240,222,2494
Indonesia,2020-04-09,3293,280,252,2761
Indonesia,2020-04-10,3512,306,282,2924
Indonesia,2020-04-11,3842,327,286,3229
Indonesia,2020-04-12,4241,373,359,3509
Indonesia,2020-04-13,4557,399,380,3778
Indonesia,2020-04-14,4839,459,426,3954
Indonesia,2020-04-15,5136,469,446,4221
Indonesia,2020-04-16,5516,496,548,4472
Indonesia,2020-04-17,5923,520,607,4796
Indonesia,2020-04-18,6248,535,631,5082
Indonesia,2020-04-19,6575,582,686,5307
Indonesia,2020-04-20,6760,590,747,5423
United Arab Emirates,2020-01-29,4,0,0,4
United Arab Emirates,2020-01-30,4,0,0,4
United Arab Emirates,2020-01-31,5,0,0,5
United Arab Emirates,2020-02-01,5,0,0,5
United Arab Emirates,2020-02-02,5,0,0,5
United Arab Emirates,2020-02-03,5,0,0,5
United Arab Emirates,2020-02-04,5,0,0,5
United Arab Emirates,2020-02-05,5,0,0,5
United Arab Emirates,2020-02-06,5,0,0,5
United Arab Emirates,2020-02-07,5,0,0,5
United Arab Emirates,2020-02-08,7,0,0,7
United Arab Emirates,2020-02-09,7,0,1,6
United Arab Emirates,2020-02-10,8,0,1,7
United Arab Emirates,2020-02-11,8,0,1,7
United Arab Emirates,2020-02-12,8,0,1,7
United Arab Emirates,2020-02-13,8,0,3,5
United Arab Emirates,2020-02-14,8,0,3,5
United Arab Emirates,2020-02-15,8,0,3,5
United Arab Emirates,2020-02-16,9,0,3,6
United Arab Emirates,2020-02-17,9,0,3,6
United Arab Emirates,2020-02-18,9,0,3,6
United Arab Emirates,2020-02-19,9,0,3,6
United Arab Emirates,2020-02-20,9,0,3,6
United Arab Emirates,2020-02-21,11,0,3,8
United Arab Emirates,2020-02-22,13,0,3,10
United Arab Emirates,2020-02-23,13,0,5,8
United Arab Emirates,2020-02-24,13,0,5,8
United Arab Emirates,2020-02-25,13,0,5,8
United Arab Emirates,2020-02-26,13,0,5,8
United Arab Emirates,2020-02-27,19,0,5,14
United Arab Emirates,2020-02-28,21,0,5,16
United Arab Emirates,2020-02-29,21,0,5,16
United Arab Emirates,2020-03-01,21,0,5,16
United Arab Emirates,2020-03-02,21,0,5,16
United Arab Emirates,2020-03-03,27,0,5,22
United Arab Emirates,2020-03-04,29,0,5,24
United Arab Emirates,2020-03-05,30,0,5,25
United Arab Emirates,2020-03-06,30,0,7,23
United Arab Emirates,2020-03-07,45,0,7,38
United Arab Emirates,2020-03-08,45,0,7,38
United Arab Emirates,2020-03-09,59,0,12,47
United Arab Emirates,2020-03-10,74,0,17,57
United Arab Emirates,2020-03-11,74,0,20,54
United Arab Emirates,2020-03-12,85,0,23,62
United Arab Emirates,2020-03-13,85,0,23,62
United Arab Emirates,2020-03-14,86,0,23,63
United Arab Emirates,2020-03-15,98,0,26,72
United Arab Emirates,2020-03-16,98,0,26,72
United Arab Emirates,2020-03-17,98,0,26,72
United Arab Emirates,2020-03-18,113,0,26,87
United Arab Emirates,2020-03-19,140,0,31,109
United Arab Emirates,2020-03-20,140,0,31,109
United Arab Emirates,2020-03-21,153,2,38,113
United Arab Emirates,2020-03-22,153,2,38,113
United Arab Emirates,2020-03-23,198,2,41,155
United Arab Emirates,2020-03-24,248,2,45,201
United Arab Emirates,2020-03-25,333,2,52,279
United Arab Emirates,2020-03-26,333,2,52,279
United Arab Emirates,2020-03-27,405,2,55,348
United Arab Emirates,2020-03-28,468,2,55,411
United Arab Emirates,2020-03-29,570,3,58,509
United Arab Emirates,2020-03-30,611,5,61,545
United Arab Emirates,2020-03-31,664,6,61,597
United Arab Emirates,2020-04-01,814,8,61,745
United Arab Emirates,2020-04-02,1024,8,96,920
United Arab Emirates,2020-04-03,1264,9,108,1147
United Arab Emirates,2020-04-04,1505,10,125,1370
United Arab Emirates,2020-04-05,1799,10,144,1645
United Arab Emirates,2020-04-06,2076,11,167,1898
United Arab Emirates,2020-04-07,2359,12,186,2161
United Arab Emirates,2020-04-08,2659,12,239,2408
United Arab Emirates,2020-04-09,2990,14,268,2708
United Arab Emirates,2020-04-10,3360,16,418,2926
United Arab Emirates,2020-04-11,3736,20,588,3128
United Arab Emirates,2020-04-12,4123,22,680,3421
United Arab Emirates,2020-04-13,4521,25,852,3644
United Arab Emirates,2020-04-14,4933,28,933,3972
United Arab Emirates,2020-04-15,5365,33,1034,4298
United Arab Emirates,2020-04-16,5825,35,1095,4695
United Arab Emirates,2020-04-17,6302,37,1188,5077
United Arab Emirates,2020-04-18,6302,37,1188,5077
United Arab Emirates,2020-04-19,6302,41,1286,4975
United Arab Emirates,2020-04-20,7265,43,1329,5893
Malaysia,2020-01-24,3,0,0,3
Malaysia,2020-01-25,4,0,0,4
Malaysia,2020-01-26,4,0,0,4
Malaysia,2020-01-27,6,0,0,6
Malaysia,2020-01-28,8,0,0,8
Malaysia,2020-01-29,8,0,0,8
Malaysia,2020-01-30,8,0,0,8
Malaysia,2020-01-31,8,0,0,8
Malaysia,2020-02-01,8,0,0,8
Malaysia,2020-02-03,9,0,0,9
Malaysia,2020-02-04,12,0,0,12
Malaysia,2020-02-05,14,0,0,14
Malaysia,2020-02-06,14,0,0,14
Malaysia,2020-02-07,15,0,0,15
Malaysia,2020-02-08,16,0,1,15
Malaysia,2020-02-09,18,0,1,17
Malaysia,2020-02-10,18,0,1,17
Malaysia,2020-02-11,18,0,1,17
Malaysia,2020-02-12,19,0,2,17
Malaysia,2020-02-13,19,0,3,16
Malaysia,2020-02-14,21,0,3,18
Malaysia,2020-02-15,21,0,3,18
Malaysia,2020-02-16,22,0,3,19
Malaysia,2020-02-17,22,0,7,15
Malaysia,2020-02-18,22,0,7,15
Malaysia,2020-02-19,22,0,8,14
Malaysia,2020-02-20,22,0,9,13
Malaysia,2020-02-21,22,0,13,9
Malaysia,2020-02-22,22,0,17,5
Malaysia,2020-02-23,22,0,17,5
Malaysia,2020-02-24,22,0,18,4
Malaysia,2020-02-25,22,0,20,2
Malaysia,2020-02-26,22,0,20,2
Malaysia,2020-02-27,24,0,22,2
Malaysia,2020-02-28,25,0,22,3
Malaysia,2020-02-29,29,0,22,7
Malaysia,2020-03-01,29,0,22,7
Malaysia,2020-03-02,33,0,22,11
Malaysia,2020-03-03,36,0,22,14
Malaysia,2020-03-04,50,0,22,28
Malaysia,2020-03-05,55,0,22,33
Malaysia,2020-03-06,83,0,23,60
Malaysia,2020-03-07,93,0,25,68
Malaysia,2020-03-08,99,0,25,74
Malaysia,2020-03-09,118,0,26,92
Malaysia,2020-03-10,130,0,26,104
Malaysia,2020-03-11,149,0,27,122
Malaysia,2020-03-12,158,0,33,125
Malaysia,2020-03-13,200,0,33,167
Malaysia,2020-03-14,242,0,36,206
Malaysia,2020-03-15,428,0,42,386
Malaysia,2020-03-16,553,0,42,511
Malaysia,2020-03-17,673,2,49,622
Malaysia,2020-03-18,790,2,60,728
Malaysia,2020-03-19,900,2,75,823
Malaysia,2020-03-20,1030,3,87,940
Malaysia,2020-03-21,1183,8,114,1061
Malaysia,2020-03-22,1306,11,139,1156
Malaysia,2020-03-23,1518,14,159,1345
Malaysia,2020-03-24,1624,16,183,1425
Malaysia,2020-03-25,1796,20,199,1577
Malaysia,2020-03-26,2031,24,215,1792
Malaysia,2020-03-27,2161,26,259,1876
Malaysia,2020-03-28,2320,27,320,1973
Malaysia,2020-03-29,2470,35,388,2047
Malaysia,2020-03-30,2626,37,479,2110
Malaysia,2020-03-31,2766,43,537,2186
Malaysia,2020-04-01,2908,45,645,2218
Malaysia,2020-04-02,3116,50,767,2299
Malaysia,2020-04-03,3333,53,827,2453
Malaysia,2020-04-04,3483,57,915,2511
Malaysia,2020-04-05,3662,61,1005,2596
Malaysia,2020-04-06,3793,62,1241,2490
Malaysia,2020-04-07,3963,63,1321,2579
Malaysia,2020-04-08,4119,65,1487,2567
Malaysia,2020-04-09,4228,67,1608,2553
Malaysia,2020-04-10,4346,70,1830,2446
Malaysia,2020-04-11,4530,73,1995,2462
Malaysia,2020-04-12,4683,76,2108,2499
Malaysia,2020-04-13,4817,77,2276,2464
Malaysia,2020-04-14,4987,82,2478,2427
Malaysia,2020-04-15,5072,83,2647,2342
Malaysia,2020-04-16,5182,84,2766,2332
Malaysia,2020-04-17,5251,86,2967,2198
Malaysia,2020-04-18,5305,88,3102,2115
Malaysia,2020-04-19,5389,89,3197,2103
Malaysia,2020-04-20,5425,89,3295,2041
Singapore,2020-01-23,1,0,0,1
Singapore,2020-01-24,3,0,0,3
Singapore,2020-01-25,3,0,0,3
Singapore,2020-01-26,4,0,0,4
Singapore,2020-01-27,5,0,0,5
Singapore,2020-01-28,7,0,0,7
Singapore,2020-01-29,10,0,0,10
Singapore,2020-01-30,13,0,0,13
Singapore,2020-01-31,16,0,0,16
Singapore,2020-02-01,18,0,0,18
Singapore,2020-02-02,18,0,0,18
Singapore,2020-02-03,18,0,0,18
Singapore,2020-02-04,24,0,1,23
Singapore,2020-02-05,28,0,1,27
Singapore,2020-02-06,30,0,1,29
Singapore,2020-02-07,33,0,2,31
Singapore,2020-02-08,40,0,2,38
Singapore,2020-02-09,43,0,6,37
Singapore,2020-02-10,45,0,7,38
Singapore,2020-02-11,47,0,9,38
Singapore,2020-02-12,50,0,15,35
Singapore,2020-02-13,58,0,15,43
Singapore,2020-02-14,67,0,17,50
Singapore,2020-02-15,72,0,18,54
Singapore,2020-02-16,75,0,19,56
Singapore,2020-02-17,77,0,24,53
Singapore,2020-02-18,81,0,29,52
Singapore,2020-02-19,84,0,34,50
Singapore,2020-02-20,85,0,37,48
Singapore,2020-02-21,86,0,47,39
Singapore,2020-02-22,89,0,49,40
Singapore,2020-02-23,89,0,51,38
Singapore,2020-02-24,90,0,53,37
Singapore,2020-02-25,91,0,58,33
Singapore,2020-02-26,93,0,62,31
Singapore,2020-02-27,96,0,66,30
Singapore,2020-02-28,98,0,69,29
Singapore,2020-02-29,102,0,72,30
Singapore,2020-03-01,106,0,74,32
Singapore,2020-03-02,108,0,78,30
Singapore,2020-03-03,110,0,78,32
Singapore,2020-03-04,112,0,79,33
Singapore,2020-03-05,117,0,81,36
Singapore,2020-03-06,130,0,82,48
Singapore,2020-03-07,138,0,90,48
Singapore,2020-03-08,150,0,90,60
Singapore,2020-03-09,160,0,93,67
Singapore,2020-03-10,166,0,93,73
Singapore,2020-03-11,178,0,96,82
Singapore,2020-03-12,187,0,96,91
Singapore,2020-03-13,200,0,103,97
Singapore,2020-03-14,212,0,105,107
Singapore,2020-03-15,226,0,105,121
Singapore,2020-03-16,243,0,109,134
Singapore,2020-03-17,266,0,114,152
Singapore,2020-03-18,313,0,117,196
Singapore,2020-03-19,345,0,124,221
Singapore,2020-03-20,385,0,131,254
Singapore,2020-03-21,432,2,140,290
Singapore,2020-03-22,455,2,144,309
Singapore,2020-03-23,509,2,152,355
Singapore,2020-03-24,558,2,155,401
Singapore,2020-03-25,631,2,160,469
Singapore,2020-03-26,683,2,172,509
Singapore,2020-03-27,732,2,183,547
Singapore,2020-03-28,802,2,198,602
Singapore,2020-03-29,844,3,212,629
Singapore,2020-03-30,879,3,228,648
Singapore,2020-03-31,926,3,240,683
Singapore,2020-04-01,1000,3,245,752
Singapore,2020-04-02,1049,4,266,779
Singapore,2020-04-03,1114,5,282,827
Singapore,2020-04-04,1189,6,297,886
Singapore,2020-04-05,1309,6,320,983
Singapore,2020-04-06,1375,6,344,1025
Singapore,2020-04-07,1481,6,377,1098
Singapore,2020-04-08,1623,6,406,1211
Singapore,2020-04-09,1910,6,460,1444
Singapore,2020-04-10,2108,7,492,1609
Singapore,2020-04-11,2299,8,528,1763
Singapore,2020-04-12,2532,8,560,1964
Singapore,2020-04-13,2918,9,586,2323
Singapore,2020-04-14,3252,10,611,2631
Singapore,2020-04-15,3699,10,652,3037
Singapore,2020-04-16,4427,10,683,3734
Singapore,2020-04-17,5050,11,708,4331
Singapore,2020-04-18,5992,11,740,5241
Singapore,2020-04-19,6588,11,768,5809
Singapore,2020-04-20,8014,11,801,7202
Belarus,2020-02-28,1,0,0,1
Belarus,2020-02-29,1,0,0,1
Belarus,2020-03-01,1,0,0,1
Belarus,2020-03-02,1,0,0,1
Belarus,2020-03-03,4,0,0,4
Belarus,2020-03-04,10,0,0,10
Belarus,2020-03-05,10,0,0,10
Belarus,2020-03-06,10,0,0,10
Belarus,2020-03-07,10,0,0,10
Belarus,2020-03-08,10,0,0,10
Belarus,2020-03-09,10,0,0,10
Belarus,2020-03-10,10,0,0,10
Belarus,2020-03-11,10,0,0,10
Belarus,2020-03-12,21,0,0,21
Belarus,2020-03-13,27,0,3,24
Belarus,2020-03-14,27,0,3,24
Belarus,2020-03-15,27,0,3,24
Belarus,2020-03-16,36,0,3,33
Belarus,2020-03-17,36,0,3,33
Belarus,2020-03-18,51,0,5,46
Belarus,2020-03-19,51,0,5,46
Belarus,2020-03-20,69,0,15,54
Belarus,2020-03-21,76,0,15,61
Belarus,2020-03-22,76,0,15,61
Belarus,2020-03-23,81,0,22,59
Belarus,2020-03-24,81,0,22,59
Belarus,2020-03-25,86,0,29,57
Belarus,2020-03-26,86,0,29,57
Belarus,2020-03-27,94,0,32,62
Belarus,2020-03-28,94,0,32,62
Belarus,2020-03-29,94,0,47,47
Belarus,2020-03-30,152,0,47,105
Belarus,2020-03-31,152,1,47,104
Belarus,2020-04-01,163,2,46,115
Belarus,2020-04-02,304,4,46,254
Belarus,2020-04-03,351,4,41,306
Belarus,2020-04-04,440,5,52,383
Belarus,2020-04-05,562,8,53,501
Belarus,2020-04-06,700,13,54,633
Belarus,2020-04-07,861,13,77,771
Belarus,2020-04-08,1066,13,139,914
Belarus,2020-04-09,1486,16,169,1301
Belarus,2020-04-10,1981,19,172,1790
Belarus,2020-04-11,2226,23,203,2000
Belarus,2020-04-12,2578,26,203,2349
Belarus,2020-04-13,2919,29,203,2687
Belarus,2020-04-14,3281,33,203,3045
Belarus,2020-04-15,3728,36,203,3489
Belarus,2020-04-16,4204,40,342,3822
Belarus,2020-04-17,4779,42,342,4395
Belarus,2020-04-18,5297,45,458,4794
Belarus,2020-04-19,5807,47,494,5266
Belarus,2020-04-20,6264,51,514,5699
Ukraine,2020-03-03,1,0,0,1
Ukraine,2020-03-04,1,0,0,1
Ukraine,2020-03-05,1,0,0,1
Ukraine,2020-03-06,1,0,0,1
Ukraine,2020-03-07,1,0,0,1
Ukraine,2020-03-08,1,0,0,1
Ukraine,2020-03-09,1,0,0,1
Ukraine,2020-03-10,1,0,0,1
Ukraine,2020-03-11,1,0,0,1
Ukraine,2020-03-12,3,0,0,3
Ukraine,2020-03-13,3,1,0,2
Ukraine,2020-03-14,3,1,0,2
Ukraine,2020-03-15,5,1,0,4
Ukraine,2020-03-16,7,1,0,6
Ukraine,2020-03-17,14,2,0,12
Ukraine,2020-03-18,16,2,0,14
Ukraine,2020-03-19,26,3,0,23
Ukraine,2020-03-20,40,3,1,36
Ukraine,2020-03-21,47,3,1,43
Ukraine,2020-03-22,73,3,1,69
Ukraine,2020-03-23,84,3,1,80
Ukraine,2020-03-24,113,5,1,107
Ukraine,2020-03-25,156,5,1,150
Ukraine,2020-03-26,218,5,4,209
Ukraine,2020-03-27,311,8,5,298
Ukraine,2020-03-28,418,9,5,404
Ukraine,2020-03-29,480,11,6,463
Ukraine,2020-03-30,549,13,8,528
Ukraine,2020-03-31,669,17,10,642
Ukraine,2020-04-01,804,20,13,771
Ukraine,2020-04-02,942,23,19,900
Ukraine,2020-04-03,1096,28,23,1045
Ukraine,2020-04-04,1251,32,25,1194
Ukraine,2020-04-05,1319,38,28,1253
Ukraine,2020-04-06,1462,45,28,1389
Ukraine,2020-04-07,1668,52,35,1581
Ukraine,2020-04-08,1892,57,45,1790
Ukraine,2020-04-09,2203,69,61,2073
Ukraine,2020-04-10,2511,73,79,2359
Ukraine,2020-04-11,2777,83,89,2605
Ukraine,2020-04-12,3102,93,97,2912
Ukraine,2020-04-13,3372,98,119,3155
Ukraine,2020-04-14,3764,108,143,3513
Ukraine,2020-04-15,4161,116,186,3859
Ukraine,2020-04-16,4662,125,246,4291
Ukraine,2020-04-17,5106,133,275,4698
Ukraine,2020-04-18,5449,141,347,4961
Ukraine,2020-04-19,5710,151,359,5200
Qatar,2020-02-27,1,0,0,1
Qatar,2020-02-28,1,0,0,1
Qatar,2020-02-29,1,0,0,1
Qatar,2020-03-01,1,0,0,1
Qatar,2020-03-02,1,0,0,1
Qatar,2020-03-03,1,0,0,1
Qatar,2020-03-04,1,0,0,1
Qatar,2020-03-05,1,0,0,1
Qatar,2020-03-06,1,0,0,1
Qatar,2020-03-07,1,0,0,1
Qatar,2020-03-08,1,0,0,1
Qatar,2020-03-09,1,0,0,1
Qatar,2020-03-10,1,0,0,1
Qatar,2020-03-11,1,0,0,1
Qatar,2020-03-12,1,0,0,1
Qatar,2020-03-13,1,0,0,1
Qatar,2020-03-14,1,0,0,1
Qatar,2020-03-15,1,0,0,1
Qatar,2020-03-16,1,0,0,1
Qatar,2020-03-17,1,0,0,1
Qatar,2020-03-18,1,0,0,1
Qatar,2020-03-19,1,0,0,1
Qatar,2020-03-20,1,0,0,1
Qatar,2020-03-21,1,0,0,1
Qatar,2020-03-22,1,0,0,1
Qatar,2020-03-23,1,0,0,1
Qatar,2020-03-24,1,0,0,1
Qatar,2020-03-25,537,0,0,537
Qatar,2020-03-26,537,0,0,537
Qatar,2020-03-27,537,0,0,537
Qatar,2020-03-28,590,1,45,544
Qatar,2020-03-29,634,1,48,585
Qatar,2020-03-30,693,1,51,641
Qatar,2020-03-31,781,2,62,717
Qatar,2020-04-01,835,2,71,762
Qatar,2020-04-02,949,3,72,874
Qatar,2020-04-03,1075,3,93,979
Qatar,2020-04-04,1325,3,109,1213
Qatar,2020-04-05,1604,4,123,1477
Qatar,2020-04-06,1832,4,131,1697
Qatar,2020-04-07,2057,6,150,1901
Qatar,2020-04-08,2210,6,178,2026
Qatar,2020-04-09,2376,6,206,2164
Qatar,2020-04-10,2512,6,227,2279
Qatar,2020-04-11,2728,6,247,2475
Qatar,2020-04-12,2979,7,275,2697
Qatar,2020-04-13,3231,7,334,2890
Qatar,2020-04-14,3428,7,373,3048
Qatar,2020-04-15,3711,7,406,3298
Qatar,2020-04-16,4103,7,415,3681
Qatar,2020-04-17,4663,7,464,4192
Qatar,2020-04-18,5008,8,510,4490
Panama,2020-03-09,1,0,0,1
Panama,2020-03-10,8,0,0,8
Panama,2020-03-11,14,0,0,14
Panama,2020-03-12,27,1,0,26
Panama,2020-03-13,36,1,0,35
Panama,2020-03-14,43,1,0,42
Panama,2020-03-15,55,1,0,54
Panama,2020-03-16,69,1,0,68
Panama,2020-03-17,86,1,0,85
Panama,2020-03-18,109,1,0,108
Panama,2020-03-19,137,1,0,136
Panama,2020-03-20,200,1,0,199
Panama,2020-03-21,245,1,0,244
Panama,2020-03-22,313,3,0,310
Panama,2020-03-23,345,3,0,342
Panama,2020-03-24,443,6,0,437
Panama,2020-03-25,558,6,2,550
Panama,2020-03-26,674,8,2,664
Panama,2020-03-27,786,9,2,775
Panama,2020-03-28,901,14,4,883
Panama,2020-03-29,989,17,4,968
Panama,2020-03-30,1075,24,9,1042
Panama,2020-03-31,1181,27,9,1145
Panama,2020-04-01,1317,30,9,1278
Panama,2020-04-02,1475,32,10,1433
Panama,2020-04-03,1673,37,13,1623
Panama,2020-04-04,1801,41,13,1747
Panama,2020-04-05,1988,46,13,1929
Panama,2020-04-06,2100,54,14,2032
Panama,2020-04-07,2249,55,16,2178
Panama,2020-04-08,2528,59,16,2453
Panama,2020-04-09,2752,63,16,2673
Panama,2020-04-10,2752,66,16,2670
Panama,2020-04-11,3234,79,23,3132
Panama,2020-04-12,3400,87,29,3284
Panama,2020-04-13,3472,94,61,3317
Panama,2020-04-14,3574,95,72,3407
Panama,2020-04-15,3751,103,75,3573
Dominican Republic,2020-03-01,1,0,0,1
Dominican Republic,2020-03-02,1,0,0,1
Dominican Republic,2020-03-03,1,0,0,1
Dominican Republic,2020-03-04,1,0,0,1
Dominican Republic,2020-03-05,1,0,0,1
Dominican Republic,2020-03-06,2,0,0,2
Dominican Republic,2020-03-07,2,0,0,2
Dominican Republic,2020-03-08,5,0,0,5
Dominican Republic,2020-03-09,5,0,0,5
Dominican Republic,2020-03-10,5,0,0,5
Dominican Republic,2020-03-11,5,0,0,5
Dominican Republic,2020-03-12,5,0,0,5
Dominican Republic,2020-03-13,11,0,0,11
Dominican Republic,2020-03-14,11,0,0,11
Dominican Republic,2020-03-15,11,0,0,11
Dominican Republic,2020-03-16,21,0,0,21
Dominican Republic,2020-03-17,21,0,0,21
Dominican Republic,2020-03-18,34,0,0,34
Dominican Republic,2020-03-19,34,0,0,34
Dominican Republic,2020-03-20,110,0,0,110
Dominican Republic,2020-03-21,202,1,0,201
Dominican Republic,2020-03-22,245,2,2,241
Dominican Republic,2020-03-23,312,3,2,307
Dominican Republic,2020-03-24,392,6,2,384
Dominican Republic,2020-03-25,488,10,3,475
Dominican Republic,2020-03-26,581,10,3,568
Dominican Republic,2020-03-27,718,20,3,695
Dominican Republic,2020-03-28,859,28,3,828
Dominican Republic,2020-03-29,901,39,3,859
Dominican Republic,2020-03-30,1109,42,5,1062
Dominican Republic,2020-03-31,1284,51,5,1228
Dominican Republic,2020-04-01,1380,57,16,1307
Dominican Republic,2020-04-02,1488,60,16,1412
Dominican Republic,2020-04-03,1488,68,16,1404
Dominican Republic,2020-04-04,1578,77,17,1484
Dominican Republic,2020-04-05,1745,82,30,1633
Dominican Republic,2020-04-06,1828,86,33,1709
Dominican Republic,2020-04-07,1956,98,43,1815
Dominican Republic,2020-04-08,2111,108,50,1953
Dominican Republic,2020-04-09,2349,118,80,2151
Dominican Republic,2020-04-10,2620,126,98,2396
Dominican Republic,2020-04-11,2759,135,108,2516
Dominican Republic,2020-04-12,3167,177,152,2838
Dominican Republic,2020-04-13,3286,183,162,2941
Dominican Republic,2020-04-14,3614,189,208,3217
Dominican Republic,2020-04-15,3755,196,215,3344
Dominican Republic,2020-04-16,4126,200,268,3658
Dominican Republic,2020-04-17,4335,217,217,3901
Finland,2020-01-29,1,0,0,1
Finland,2020-01-30,1,0,0,1
Finland,2020-01-31,1,0,0,1
Finland,2020-02-01,1,0,0,1
Finland,2020-02-02,1,0,0,1
Finland,2020-02-03,1,0,0,1
Finland,2020-02-04,1,0,0,1
Finland,2020-02-05,1,0,0,1
Finland,2020-02-06,1,0,0,1
Finland,2020-02-07,1,0,0,1
Finland,2020-02-08,1,0,0,1
Finland,2020-02-09,1,0,0,1
Finland,2020-02-10,1,0,0,1
Finland,2020-02-11,1,0,0,1
Finland,2020-02-12,1,0,0,1
Finland,2020-02-13,1,0,0,1
Finland,2020-02-14,1,0,0,1
Finland,2020-02-15,1,0,0,1
Finland,2020-02-16,1,0,0,1
Finland,2020-02-17,1,0,0,1
Finland,2020-02-18,1,0,0,1
Finland,2020-02-19,1,0,0,1
Finland,2020-02-20,1,0,0,1
Finland,2020-02-21,1,0,0,1
Finland,2020-02-22,1,0,0,1
Finland,2020-02-23,1,0,0,1
Finland,2020-02-24,1,0,0,1
Finland,2020-02-25,2,0,0,2
Finland,2020-02-26,2,0,0,2
Finland,2020-02-27,3,0,0,3
Finland,2020-02-28,5,0,0,5
Finland,2020-02-29,6,0,0,6
Finland,2020-03-01,7,0,0,7
Finland,2020-03-02,7,0,0,7
Finland,2020-03-03,11,0,0,11
Finland,2020-03-04,16,0,0,16
Finland,2020-03-05,17,0,0,17
Finland,2020-03-06,22,0,0,22
Finland,2020-03-07,29,0,0,29
Finland,2020-03-08,38,0,1,37
Finland,2020-03-09,54,0,1,53
Finland,2020-03-10,108,0,2,106
Finland,2020-03-11,181,0,2,179
Finland,2020-03-12,238,0,2,236
Finland,2020-03-13,266,0,2,264
Finland,2020-03-14,292,0,10,282
Finland,2020-03-15,339,0,10,329
Finland,2020-03-16,384,0,10,374
Finland,2020-03-17,425,0,10,415
Finland,2020-03-18,511,0,10,501
Finland,2020-03-19,603,0,10,593
Finland,2020-03-20,684,0,10,674
Finland,2020-03-21,766,1,10,755
Finland,2020-03-22,843,1,10,832
Finland,2020-03-23,925,1,10,914
Finland,2020-03-24,1023,1,10,1012
Finland,2020-03-25,1122,3,10,1109
Finland,2020-03-26,1226,4,10,1212
Finland,2020-03-27,1316,7,10,1299
Finland,2020-03-28,1388,9,10,1369
Finland,2020-03-29,1446,11,10,1425
Finland,2020-03-30,1561,13,10,1538
Finland,2020-03-31,1673,17,10,1646
Finland,2020-04-01,1794,17,10,1767
Finland,2020-04-02,1930,19,300,1611
Finland,2020-04-03,2110,20,300,1790
Finland,2020-04-04,2177,25,300,1852
Finland,2020-04-05,2277,28,300,1949
Finland,2020-04-06,2448,27,300,2121
